1.750000010000002729e-02 1.870089467184313348e+00
3.500000020000005457e-02 1.762581141854031141e+00
5.250000030000008533e-02 1.680065526840383239e+00
7.000000040000010915e-02 1.628889977144418744e+00
8.750000050000013296e-02 1.629683396519549854e+00
1.050000006000001707e-01 1.534473071503802188e+00
1.225000007000001945e-01 1.488058038058625021e+00
1.400000008000002183e-01 1.421807520235167432e+00
1.575000009000002421e-01 1.341275453659347416e+00
1.750000010000002659e-01 1.300414355840088909e+00
1.925000011000002897e-01 1.260743387083527178e+00
2.100000012000003413e-01 1.218295450514006451e+00
2.275000013000003651e-01 1.181798159257969605e+00
2.450000014000003890e-01 1.156408739253770301e+00
2.625000015000004128e-01 1.098885834556756036e+00
2.800000016000004366e-01 1.052867510799144313e+00
2.975000017000004604e-01 1.062785252988284856e+00
3.150000018000004842e-01 9.774926701616774016e-01
3.325000019000005080e-01 9.370282820299847826e-01
3.500000020000005319e-01 9.461526048439938830e-01
3.675000021000005557e-01 8.755382804573141886e-01
3.850000022000005795e-01 8.648271188930426456e-01
4.025000023000006033e-01 7.981798913820191688e-01
4.200000024000006826e-01 7.946095041939286174e-01
4.375000025000007065e-01 7.466076319984890075e-01
4.550000026000007303e-01 7.275655669953395854e-01
4.725000027000007541e-01 7.089202116797556075e-01
4.900000028000007779e-01 6.982090501154839535e-01
5.075000029000007462e-01 6.720262107361533177e-01
5.250000030000008255e-01 6.327519516671572530e-01
5.425000031000007938e-01 6.156934351018358287e-01
5.600000032000008732e-01 6.077592413505235047e-01
5.775000033000009525e-01 6.022053057246048446e-01
5.950000034000009208e-01 5.549968529042966781e-01
6.125000035000010001e-01 5.506330463410747944e-01
6.300000036000009684e-01 5.256403360244409351e-01
6.475000037000010478e-01 4.931101416440605290e-01
6.650000038000010161e-01 4.907298835186667540e-01
6.825000039000010954e-01 4.661338828895986164e-01
7.000000040000010637e-01 4.490753663242771920e-01
7.175000041000011430e-01 4.542325922626301304e-01
7.350000042000011113e-01 4.145616235060685661e-01
7.525000043000011907e-01 4.213056881946840027e-01
7.700000044000011590e-01 4.086109781925844064e-01
7.875000045000012383e-01 3.994866553785751950e-01
8.050000046000012066e-01 3.752873644370726125e-01
8.225000047000012859e-01 3.721136869365477273e-01
8.400000048000013653e-01 3.594189769344480201e-01
8.575000049000013336e-01 3.340295569302485501e-01
8.750000050000014129e-01 3.169710403649271258e-01
8.925000051000013812e-01 3.292690406794611668e-01
9.100000052000014605e-01 3.280789116167642794e-01
9.275000053000014288e-01 2.987223947369087584e-01
9.450000054000015082e-01 3.034829109876961417e-01
9.625000055000014765e-01 2.856309750472434406e-01
9.800000056000015558e-01 2.776967812959311166e-01
9.975000057000015241e-01 2.741263941078405653e-01
1.015000005800001492e+00 2.546876194171253660e-01
1.032500005900001572e+00 2.626218131684376900e-01
1.050000006000001651e+00 2.146199409729981911e-01
1.067500006100001730e+00 2.396126512896319949e-01
1.085000006200001588e+00 2.245376831621385960e-01
1.102500006300001667e+00 2.094627150346451694e-01
1.120000006400001746e+00 2.189837475362199637e-01
1.137500006500001826e+00 2.062890375341202565e-01
1.155000006600001905e+00 1.812963272174864804e-01
1.172500006700001762e+00 1.769325206542646800e-01
1.190000006800001842e+00 1.983548437828079325e-01
1.207500006900001921e+00 1.912140694066268576e-01
1.225000007000002000e+00 1.713785850283460477e-01
1.242500007100001858e+00 1.856601337807081975e-01
1.260000007200001937e+00 1.753456819040022097e-01
1.277500007300002016e+00 1.555101975257214275e-01
1.295000007400002096e+00 1.503529715873684058e-01
1.312500007500001953e+00 1.491628425246715461e-01
1.330000007600002032e+00 1.463858747117122716e-01
1.347500007700002111e+00 1.582871653386807576e-01
1.365000007800002191e+00 1.388483906479655583e-01
1.382500007900002048e+00 1.420220681484904712e-01
1.400000008000002127e+00 1.321043259593500940e-01
1.417500008100002207e+00 1.301207775215219853e-01
1.435000008200002286e+00 1.178227772069879165e-01
1.452500008300002365e+00 1.416253584609248606e-01
1.470000008400002223e+00 1.309141968966532343e-01
1.487500008500002302e+00 1.146490997064629896e-01
1.505000008600002381e+00 9.997084126653520142e-02
1.522500008700002461e+00 9.957413157896957689e-02
1.540000008800002318e+00 1.126655512686349087e-01
1.557500008900002397e+00 1.098885834556755925e-01
1.575000009000002477e+00 1.035412284546257389e-01
1.592500009100002556e+00 1.003675509541007982e-01
1.610000009200002413e+00 9.441690564061656910e-02
1.627500009300002493e+00 9.283006689035409875e-02
1.645000009400002572e+00 9.600374439087903944e-02
1.662500009500002651e+00 8.846626032713234000e-02
1.680000009600002731e+00 8.489587313904180255e-02
1.697500009700002588e+00 9.163993782765726681e-02
1.715000009800002667e+00 8.965638938982917194e-02
1.732500009900002746e+00 9.005309907739481035e-02
1.750000010000002826e+00 8.449916345147617802e-02
1.767500010100002683e+00 9.243335720278848811e-02
1.785000010200002762e+00 7.696167938772947859e-02
1.802500010300002842e+00 7.656496970016385406e-02
1.820000010400002921e+00 6.704393719858908751e-02
1.837500010500002778e+00 7.299458251207333048e-02
1.855000010600002858e+00 6.506038876076099264e-02
1.872500010700002937e+00 6.585380813589222782e-02
1.890000010800003016e+00 6.664722751102346299e-02
1.907500010900002874e+00 6.982090501154838980e-02
1.925000011000002953e+00 6.149000157267046213e-02
1.942500011100003032e+00 5.831632407214552838e-02
1.960000011200003112e+00 6.307684032293292553e-02
1.977500011300003191e+00 5.672948532188306497e-02
1.995000011400003048e+00 6.109329188510483760e-02
2.012500011500003350e+00 5.117554969596445347e-02
2.030000011600002985e+00 5.791961438457991773e-02
2.047500011700003064e+00 5.196896907109567476e-02
2.065000011800003143e+00 4.443148500734898226e-02
2.082500011900003223e+00 5.712619500944868950e-02
2.100000012000003302e+00 5.434922719648938028e-02
2.117500012100003381e+00 4.720845282030828455e-02
2.135000012200003461e+00 4.998542063326760071e-02
2.152500012300003540e+00 5.077884000839883588e-02
2.170000012400003175e+00 4.443148500734898226e-02
2.187500012500003255e+00 4.403477531978336468e-02
2.205000012600003334e+00 4.562161407004582114e-02
2.222500012700003413e+00 4.562161407004582114e-02
2.240000012800003493e+00 4.681174313274266696e-02
2.257500012900003572e+00 4.720845282030828455e-02
2.275000013000003651e+00 4.324135594465212951e-02
2.292500013100003731e+00 3.887754938143035688e-02
2.310000013200003810e+00 3.887754938143035688e-02
2.327500013300003445e+00 4.006767844412720270e-02
2.345000013400003525e+00 3.689400094360227589e-02
2.362500013500003604e+00 3.411703313064295973e-02
2.380000013600003683e+00 4.522490438248020356e-02
2.397500013700003763e+00 3.808413000629912171e-02
2.415000013800003842e+00 4.165451719438966610e-02
2.432500013900003921e+00 3.570387188090543007e-02
2.450000014000004001e+00 4.363806563221774709e-02
2.467500014100003636e+00 3.530716219333981248e-02
2.485000014200003715e+00 3.253019438038049632e-02
2.502500014300003794e+00 3.649729125603666524e-02
2.520000014400003874e+00 3.292690406794611391e-02
2.537500014500003953e+00 3.332361375551173149e-02
2.555000014600004032e+00 3.451374281820857731e-02
2.572500014700004112e+00 2.935651687985557645e-02
2.590000014800004191e+00 3.094335563011803639e-02
2.607500014900004270e+00 2.935651687985557645e-02
2.625000015000003906e+00 2.856309750472434475e-02
2.642500015100003985e+00 3.054664594255241880e-02
2.660000015200004064e+00 3.054664594255241880e-02
2.677500015300004144e+00 3.332361375551173149e-02
2.695000015400004223e+00 3.491045250577419490e-02
2.712500015500004302e+00 2.816638781715872716e-02
2.730000015600004382e+00 2.300916187880571936e-02
2.747500015700004461e+00 3.173677500524926809e-02
2.765000015800004096e+00 2.975322656742118710e-02
2.782500015900004176e+00 3.094335563011803639e-02
