#cutoff=3.50000000
0.175000001E-1,200,27,30,21,25,24,26,20,26,26,26,23,23,23,33,22,28,20,23,16,18,19,18,20,23,19,17,11,20,22,16,10,13,14,28,10,11,11,10,12,18,20,18,15,14,12,10,14,11,8,10,15,7,11,8,11,12,13,8,8,5,8,15,10,5,11,9,6,10,7,7,11,5,5,7,7,4,7,8,6,7,6,5,8,4,3,5,6,3,5,5,3,5,5,8,7,2,5,1,3,2,4,3,2,2,0,2,0,3,6,2,4,1,2,6,3,3,3,3,4,3,3,2,0,5,0,4,4,5,2,1,3,3,2,6,2,3,2,2,3,3,1,4,2,3,2,2,0,2,1,3,0,1,1,0,1,1,4,0,1,3,2,1,0,3,1,2,1,0,1,1,3,1,0,1,1,1,2,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,1,2,0,1
0.175000001E-1,200,31,31,36,28,36,26,18,29,28,22,24,20,21,28,20,23,18,25,22,27,12,17,9,14,11,22,11,15,20,13,14,19,15,12,20,15,12,8,10,19,22,13,15,10,12,8,10,5,10,7,16,13,10,8,10,9,15,6,8,8,11,10,7,14,12,8,9,6,8,6,8,6,8,9,9,5,6,3,11,9,5,6,6,8,5,7,6,4,4,6,3,3,6,5,2,1,5,2,5,3,5,3,2,2,8,4,2,3,5,1,4,6,5,3,4,3,1,3,2,3,3,2,2,3,2,2,1,3,1,4,5,1,0,3,2,4,3,1,2,1,6,1,0,2,3,0,3,1,2,0,1,0,0,1,1,0,0,2,2,4,0,0,2,1,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,2,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
0.175000001E-1,200,16,31,30,27,21,23,26,20,28,33,26,27,20,21,18,23,25,31,20,21,20,19,14,18,24,16,17,17,23,20,13,19,10,14,10,12,15,14,9,11,10,13,13,15,18,13,9,11,10,13,14,10,15,9,14,12,9,16,6,9,7,11,7,11,10,9,5,6,10,5,8,6,2,7,1,4,5,7,5,3,4,7,5,2,2,2,1,10,1,7,5,5,8,7,6,7,6,5,4,6,3,4,5,5,5,5,6,2,2,2,3,5,2,2,6,2,1,3,4,5,2,6,3,0,3,2,3,3,5,3,3,4,0,3,2,3,2,0,1,1,3,3,2,4,1,1,2,0,2,0,0,3,1,0,0,2,2,0,1,2,0,0,1,0,2,1,0,2,0,0,1,1,1,2,0,2,1,0,0,0,3,0,3,1,2,2,0,1,0,0,0,1,0,1,1,0,1,0,3,0
0.175000001E-1,200,33,34,22,24,24,16,25,20,27,25,20,19,23,17,19,22,25,22,15,19,17,20,15,9,18,21,10,27,19,14,22,14,19,16,8,13,17,15,20,15,14,20,18,14,14,10,13,8,9,8,7,9,7,7,8,11,10,9,15,5,12,9,8,7,11,7,9,6,15,10,6,6,12,3,6,11,7,12,4,5,9,2,2,7,3,8,8,4,4,2,9,7,1,6,3,5,5,5,5,2,6,4,9,5,6,2,4,3,3,3,3,0,4,4,5,2,3,4,4,4,0,2,2,5,0,3,2,3,4,2,2,2,2,4,3,1,1,3,3,2,4,3,1,3,2,2,0,2,2,3,1,1,2,2,2,1,1,4,2,1,3,2,1,0,0,0,2,0,0,1,1,2,2,1,1,0,0,1,3,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0
0.175000001E-1,200,35,20,28,34,21,22,35,27,30,18,29,27,26,30,20,16,20,19,12,26,17,21,22,15,16,17,11,16,21,11,18,15,16,13,15,10,12,8,16,18,17,5,13,13,4,14,14,12,10,9,15,10,7,4,8,12,9,11,6,7,7,11,4,13,5,5,11,6,8,15,3,10,10,8,5,4,4,8,4,7,7,11,5,7,7,7,8,5,5,5,7,2,7,4,3,3,6,4,4,3,5,6,5,9,6,7,0,9,3,4,1,4,1,5,4,3,3,2,3,0,4,5,2,4,6,0,3,3,1,3,2,3,0,1,2,3,3,1,4,1,4,0,2,5,3,2,0,1,1,1,1,4,0,2,2,0,3,1,0,0,1,0,0,0,1,0,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,2,1,0,1,0,0,0
0.175000001E-1,200,20,35,26,31,28,19,17,28,31,24,27,19,18,24,19,26,31,24,22,22,23,21,22,16,22,17,11,16,18,18,15,11,15,15,15,17,20,10,18,12,12,17,13,18,8,10,11,8,8,12,15,9,13,9,10,9,7,5,6,4,5,8,8,4,10,8,8,12,9,9,8,11,4,12,4,6,5,7,7,3,6,8,6,2,4,3,5,4,7,5,4,6,3,2,7,6,5,2,3,7,2,3,5,2,2,4,2,0,5,4,5,4,8,2,4,4,2,1,4,4,5,1,3,1,0,3,0,3,5,4,1,5,1,1,3,4,2,2,0,0,2,2,1,0,2,2,1,1,2,0,1,1,2,1,2,2,4,1,1,1,0,3,2,2,1,2,1,2,1,1,2,2,2,1,0,2,0,0,0,1,1,1,0,3,2,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0
0.175000001E-1,200,26,30,27,30,30,30,27,31,25,24,22,30,20,15,21,18,17,25,33,24,24,19,12,17,15,20,27,21,13,14,20,22,17,11,18,11,7,14,7,10,11,11,11,9,12,7,22,13,13,13,11,11,8,9,7,9,9,9,9,6,4,8,9,8,6,6,2,9,6,4,5,9,7,6,7,7,3,8,6,4,12,6,12,5,2,6,3,6,6,4,5,3,6,3,6,6,3,4,5,2,4,5,0,2,4,6,2,5,8,2,2,3,6,3,5,1,4,4,3,3,3,3,0,4,3,0,4,2,0,4,1,4,3,0,1,3,4,1,1,2,1,1,1,2,2,3,2,1,2,0,5,3,3,1,2,0,1,4,1,1,3,1,2,0,2,2,2,0,2,0,2,2,1,4,1,0,0,3,2,0,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,1,1,2,0,1
0.175000001E-1,200,44,26,28,33,24,21,26,22,26,19,28,25,20,22,21,20,19,22,17,21,21,19,19,18,19,13,25,15,16,11,16,14,18,12,17,18,12,21,13,10,12,11,11,8,10,7,13,15,12,15,12,3,9,14,14,10,9,10,5,8,9,10,11,7,11,4,10,8,5,7,11,5,5,4,3,8,7,6,5,7,6,3,3,3,6,5,5,6,7,2,1,5,7,3,2,7,1,7,6,7,3,3,2,3,3,3,6,2,4,5,7,0,5,8,5,0,5,9,0,2,2,2,3,3,1,3,2,2,4,3,2,2,5,3,2,1,1,1,2,3,2,1,5,0,2,5,3,2,1,2,0,1,2,1,1,0,1,2,1,0,2,1,1,2,2,0,2,1,3,2,3,1,1,1,1,1,0,0,1,1,1,0,1,1,0,2,2,0,1,2,0,1,1,0,1,0,0,0,0,0
0.175000001E-1,200,20,40,27,32,23,25,25,22,24,24,25,21,15,18,31,23,19,22,20,28,15,19,17,26,16,13,24,21,15,19,11,16,21,15,13,11,20,9,14,17,11,10,15,11,19,12,8,11,9,15,6,8,13,15,13,7,10,8,6,8,5,15,10,7,9,13,6,8,9,6,1,7,3,6,10,6,9,8,3,5,5,3,5,7,2,4,8,4,1,4,5,4,6,2,9,6,5,4,4,3,4,1,4,7,1,4,3,5,4,1,2,2,3,5,2,4,4,3,3,4,0,1,5,3,2,2,2,3,4,7,2,1,3,5,2,1,2,3,2,2,3,1,3,0,0,3,0,1,3,1,1,3,0,1,0,3,3,1,1,0,1,2,3,0,2,3,2,2,1,1,2,0,0,1,1,0,0,0,0,2,1,1,0,2,1,0,2,0,0,0,0,2,1,2,1,1,0,1,1,0
0.175000001E-1,200,26,29,25,36,29,23,25,29,23,24,18,30,24,30,19,17,16,21,18,23,17,15,25,20,16,13,17,11,17,14,14,20,12,7,19,11,15,15,17,13,15,13,17,16,14,17,7,17,13,10,10,5,12,11,10,7,5,7,8,8,7,9,13,5,10,13,5,11,9,6,2,15,7,9,7,6,10,9,6,5,7,3,3,4,8,1,4,5,7,7,2,3,6,7,2,4,5,6,6,2,5,3,5,2,2,1,2,1,3,3,1,6,0,7,6,0,4,4,4,5,3,1,3,2,2,2,3,1,3,3,4,5,1,3,1,4,2,0,2,1,4,3,0,1,2,3,2,0,0,3,4,2,0,2,2,2,0,1,0,2,1,0,3,3,0,0,1,2,3,1,2,1,2,1,1,0,0,0,1,0,1,3,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
0.175000001E-1,200,25,31,23,25,25,23,28,23,34,20,31,30,16,26,21,18,28,23,24,15,19,17,26,18,19,9,17,18,15,18,17,15,18,12,14,11,13,11,14,10,13,12,11,14,12,11,6,17,16,14,10,7,9,7,11,8,11,9,6,10,8,9,6,10,7,6,8,10,7,6,7,6,3,12,5,10,5,7,2,5,4,7,7,3,4,9,6,5,3,8,7,3,3,10,6,6,1,7,3,6,7,4,5,3,1,6,3,4,1,8,3,2,1,5,4,6,6,4,4,1,4,0,0,3,3,1,1,2,4,0,3,2,3,1,1,2,2,0,2,1,1,1,4,3,4,2,1,0,2,2,1,4,2,2,3,0,2,3,0,2,1,2,1,4,1,0,0,0,2,1,1,1,1,1,2,2,1,1,0,3,1,0,0,1,1,1,2,1,0,1,1,1,1,1,0,0,1,1,1,2
0.175000001E-1,200,34,38,26,34,30,27,18,19,24,22,25,21,24,22,20,25,15,18,22,29,20,18,21,13,18,13,15,16,18,10,20,13,16,17,15,10,16,12,10,16,16,13,10,13,10,8,15,17,12,11,10,10,9,7,8,9,7,3,6,11,10,14,12,7,9,15,7,9,4,5,4,6,3,5,4,5,7,3,8,7,11,7,6,1,7,7,7,2,4,7,7,6,4,6,4,2,4,3,4,3,1,4,5,6,3,4,4,5,5,6,2,3,5,3,4,3,3,6,1,3,2,3,2,2,3,5,3,5,5,1,1,0,2,0,4,2,2,3,3,2,2,2,1,5,0,1,1,2,4,2,0,0,2,1,4,0,1,2,2,2,2,1,0,1,0,4,1,2,3,1,2,0,2,0,1,1,1,1,1,1,4,2,1,1,1,3,2,1,2,0,1,1,1,1,0,0,1,0,0,1
0.175000001E-1,200,25,25,29,29,26,22,31,35,15,26,19,21,20,25,22,23,18,26,22,18,12,24,21,15,19,26,17,16,18,17,23,19,14,17,10,15,14,11,13,12,14,14,14,11,4,12,11,6,20,8,14,14,5,7,13,12,7,5,14,14,8,9,11,7,8,9,8,5,9,5,4,9,5,5,11,2,4,10,7,5,5,2,8,3,8,4,5,7,5,9,5,9,7,2,4,4,4,6,8,3,0,3,4,7,0,2,4,0,2,4,2,5,4,5,4,3,3,2,2,4,0,3,4,1,3,2,2,3,3,1,1,3,3,3,2,3,4,3,0,0,0,0,1,1,0,1,0,3,1,1,1,2,2,2,1,3,2,1,1,1,2,0,1,1,1,3,3,4,2,1,1,1,1,2,1,0,0,0,1,1,3,1,0,2,1,1,5,0,1,0,1,1,1,0,1,1,0,2,0,0
0.175000001E-1,200,34,30,26,23,18,20,33,38,26,19,18,30,18,19,18,31,19,20,16,21,24,19,22,17,18,15,9,9,17,16,16,12,13,15,17,9,6,15,17,9,20,15,9,17,9,10,13,10,9,19,11,9,14,7,12,16,10,11,12,17,10,8,9,7,8,8,5,6,7,5,5,11,4,4,6,7,11,8,3,3,7,6,3,5,1,4,4,6,4,4,5,2,7,4,6,6,7,5,4,2,3,6,3,8,6,5,1,0,1,8,2,5,5,5,1,3,4,5,6,2,5,3,2,2,5,1,3,4,3,2,2,1,1,2,2,2,5,3,1,5,1,0,0,0,1,1,4,1,1,1,1,2,2,2,1,2,2,4,2,5,1,1,3,2,2,1,1,3,1,1,2,1,0,1,0,0,2,2,0,1,0,0,1,2,1,1,2,1,0,0,2,0,0,1,1,1,0,1,0,1
0.175000001E-1,200,24,33,22,34,30,29,26,24,21,33,17,27,17,28,22,20,23,22,17,23,18,17,18,14,14,18,16,19,19,15,11,17,16,18,13,15,17,18,15,11,12,8,20,10,10,10,15,12,12,5,9,7,11,13,16,8,7,8,6,8,8,9,7,6,7,14,13,10,8,6,4,7,7,6,8,12,10,4,7,6,8,5,3,5,8,5,7,7,4,3,3,7,5,11,3,3,2,5,2,2,5,1,2,3,4,2,2,3,2,5,3,5,0,4,3,2,2,3,4,1,3,4,4,1,2,2,3,4,1,2,4,1,2,1,0,1,3,4,1,1,1,3,1,0,2,3,4,3,2,1,3,0,3,1,1,0,2,2,2,0,2,1,0,0,0,2,0,1,0,1,3,2,1,3,0,2,3,2,1,3,4,1,3,0,0,2,0,0,1,0,1,1,0,0,0,0,0,3,0,2
0.175000001E-1,200,26,26,25,31,27,29,26,30,33,25,19,24,21,25,19,18,23,20,17,19,25,12,15,22,16,16,10,19,18,14,18,18,14,23,11,19,15,18,14,9,17,5,14,4,12,9,7,11,13,12,13,17,8,13,5,7,15,16,10,4,11,8,9,5,8,8,9,10,6,9,5,5,10,6,6,5,7,3,8,6,8,3,10,7,10,4,6,3,7,1,2,6,8,4,7,2,4,2,4,7,1,1,2,6,3,2,1,4,3,4,5,0,4,0,6,5,3,2,3,2,4,6,2,1,2,4,4,5,2,2,3,5,2,1,3,1,3,0,1,2,3,1,2,2,2,2,1,1,2,1,2,3,3,1,1,2,2,0,3,3,0,0,1,1,2,3,1,2,1,0,2,2,0,2,2,1,0,0,1,3,1,2,0,0,5,1,1,2,0,0,0,1,1,0,1,0,1,0,0,1
0.175000001E-1,200,32,29,21,30,22,28,27,33,19,24,22,18,27,22,15,22,14,26,27,25,20,16,26,16,23,18,17,15,16,16,13,22,13,13,13,9,9,10,6,16,21,12,15,16,18,10,10,14,10,10,6,19,21,14,10,10,4,4,14,7,8,9,7,8,9,7,7,6,4,13,7,8,2,6,10,3,7,7,7,11,10,5,4,5,7,2,5,2,2,1,2,6,8,1,2,3,4,3,2,5,2,2,6,7,3,3,1,5,2,4,7,2,1,4,3,1,1,3,4,1,3,4,4,3,4,3,1,5,5,1,6,3,2,0,0,2,2,1,3,3,1,2,2,2,3,0,3,3,0,0,2,1,4,0,3,2,3,1,1,2,1,0,2,3,1,1,2,0,1,0,2,1,2,0,2,3,3,0,0,0,1,1,2,0,1,1,0,0,1,1,1,2,1,2,1,2,0,0,0,1
